Media,Tweet,Date & Time (UTC),Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
@CBSNews,A 30-year South Carolina police veteran was killed and 6 of his comrades were wounded when a man opened fire from i… https://t.co/WNgRnuhALU,Thu Oct 04 12:44:53 +0000 2018,-0.7845,0.0,0.277,0.723,40
@CBSNews,"RT @CBSThisMorning: The real question here is what do Senators Flake, Collins and Murkowski think of this? Do they think it's adequate? --…",Thu Oct 04 12:35:53 +0000 2018,0.3094,0.093,0.0,0.907,41
@CBSNews,Deputy pushes stranded woman's wheelchair one mile to her home https://t.co/iknSnSGl3R https://t.co/cBai5b6u1U,Thu Oct 04 12:30:29 +0000 2018,0.0,0.0,0.0,1.0,42
@CBSNews,"RT @CBSThisMorning: ""I personally don't believe, as a prosecutor, you can have a credible and complete investigation without an interview o…",Thu Oct 04 12:30:01 +0000 2018,0.0,0.0,0.0,1.0,43
@CBSNews,"Track Palin, son of former Alaska Gov. Sarah Palin, to spend year in custody after assault arrests… https://t.co/7OoGjoa4Xt",Thu Oct 04 12:14:50 +0000 2018,-0.5859,0.0,0.183,0.817,44
@CBSNews,RT @NorahODonnell: We’ll talk to @drtaranarula this morning about how a daily alcoholic drink may or may not benefit your health. What you…,Thu Oct 04 12:04:47 +0000 2018,-0.357,0.0,0.106,0.894,45
@CBSNews,"President Trump has said for decades that he's a self-made billionaire. But, a new investigation reveals a differen… https://t.co/RsslbV0htt",Thu Oct 04 12:00:52 +0000 2018,0.0,0.0,0.0,1.0,46
@CBSNews,"RT @NorahODonnell: There are still many unanswered questions about the FBI inquiry into Brett #Kavanaugh - coming up on @CBSThisMorning, @F…",Thu Oct 04 11:59:00 +0000 2018,0.0,0.0,0.0,1.0,47
@CBSNews,Police boost security at Capitol amid tension over Brett Kavanaugh confirmation https://t.co/DgMnr7ubtJ https://t.co/pteXrKFxlH,Thu Oct 04 11:44:43 +0000 2018,0.4215,0.293,0.132,0.575,48
@CBSNews,RT @CBSThisMorning: FEMA is calling its first test of the new presidential alert system a success. The mass cell phone blast went out at 2:…,Thu Oct 04 11:40:58 +0000 2018,0.7096,0.211,0.0,0.789,49
@CBSNews,RT @CBSThisMorning: Indonesian marines are pouring into the area devastated by an earthquake and tsunami to help with rescues. The death to…,Thu Oct 04 11:38:04 +0000 2018,-0.5994,0.162,0.256,0.583,50
@CBSNews,RT @CBSThisMorning: Amazon faces criticism after revealing changes to employee compensation tied to its minimum wage hike. They announced i…,Thu Oct 04 11:37:32 +0000 2018,-0.296,0.075,0.128,0.796,51
@CBSNews,"Indonesia earthquake and tsunami leave more than 70,000 homeless in hard-hit Palu https://t.co/RoDMMM1y1c https://t.co/UunrKswmmP",Thu Oct 04 11:30:47 +0000 2018,-0.0516,0.0,0.085,0.915,52
@CBSNews,RT @CBSThisMorning: The FBI investigation that delayed a confirmation vote on Supreme Court nominee Brett Kavanaugh is finished. The report…,Thu Oct 04 11:17:00 +0000 2018,0.4019,0.16,0.084,0.756,53
@CBSNews,Senators will review FBI findings today after investigation that delayed a confirmation vote on Supreme Court nomin… https://t.co/x9UXXep6Ee,Thu Oct 04 11:15:58 +0000 2018,0.4019,0.176,0.093,0.732,54
@CBSNews,Mom says teachers forced young daughter with autism into closet https://t.co/XsqWTCPTg0 https://t.co/ILS0lDrkbM,Thu Oct 04 11:09:51 +0000 2018,-0.4588,0.0,0.214,0.786,55
@CBSNews,"Ahead in @CBSThisMorning's #AMorePerfectUnion series, a Navy veteran with PTSD finds solace in fly fishing. Learn h… https://t.co/PzmlVupz3l",Thu Oct 04 10:58:36 +0000 2018,0.0,0.0,0.0,1.0,56
@CBSNews,Today senators start reviewing the now finished FBI inquiry into Supreme Court nominee Brett Kavanaugh.… https://t.co/0NzVG5DkYr,Thu Oct 04 10:50:28 +0000 2018,0.5574,0.194,0.0,0.806,57
@CBSNews,"Barnes &amp; Noble says it's exploring strategic alternatives, including a possible sale of the company… https://t.co/AOc5x9cYYy",Thu Oct 04 10:41:45 +0000 2018,0.4588,0.176,0.0,0.824,58
@CBSNews,"Netherlands says Russia tried cyberattack on global chemical weapons agency, expels at least four men linked to the… https://t.co/7QZyvKgM7V",Thu Oct 04 10:25:02 +0000 2018,-0.6705,0.0,0.244,0.756,59
@CBSNews,Space station crew members set for return to Earth after lengthy mission https://t.co/XBfHSizXjg https://t.co/JOfyW5gc6P,Thu Oct 04 10:03:03 +0000 2018,0.0,0.0,0.0,1.0,60
@CBSNews,"""Roseanne"" stars on cancellation and moving forward with ""The Conners"" https://t.co/4DX36mFx6p https://t.co/h1QTLnW92S",Thu Oct 04 09:48:03 +0000 2018,0.0,0.0,0.0,1.0,61
@CBSNews,"As interest rates rise, it's time to make more money from your savings accounts https://t.co/8Dm2sARG1I https://t.co/YGu4WW5rcY",Thu Oct 04 09:33:03 +0000 2018,0.4588,0.167,0.0,0.833,62
@CBSNews,Brain-eating amoeba: What you need to know https://t.co/CXY7n3yrsS https://t.co/amYYIKcIfz,Thu Oct 04 09:18:03 +0000 2018,0.0,0.0,0.0,1.0,63
@CBSNews,Saudis say journalist Jamal Khashoggi left Turkey consulate before disappearance https://t.co/kKnOcb2075 https://t.co/FZoq6hyE76,Thu Oct 04 09:16:04 +0000 2018,0.0,0.0,0.0,1.0,64
@CBSNews,Mom says teachers forced young daughter with autism into closet https://t.co/GxnYoUPd9k https://t.co/reEA2sPKpU,Thu Oct 04 09:10:06 +0000 2018,-0.4588,0.0,0.214,0.786,65
@CBSNews,"Jodi Picoult takes on the abortion debate in latest novel, ""A Spark of Light"" https://t.co/GE6jFOUIa3 https://t.co/W1bPedFE1V",Thu Oct 04 09:03:04 +0000 2018,0.4939,0.231,0.0,0.769,66
@CBSNews,"Bianna Golodryga named co-host of ""CBS This Morning"" https://t.co/MlLunRVU8k https://t.co/kh3tzQvFYR",Thu Oct 04 08:48:03 +0000 2018,0.0,0.0,0.0,1.0,67
@CBSNews,"Cristiano Ronaldo calls rape ""an abominable crime"" as accuser's lawyer speaks out https://t.co/YKT3Du4Tlf https://t.co/XBpY4lZIc1",Thu Oct 04 08:41:15 +0000 2018,-0.8481,0.0,0.406,0.594,68
@CBSNews,"U.K. says Russian cyberattacks are ""actions of a pariah state"" https://t.co/4b9GGwuaHY https://t.co/VFfdmpENU8",Thu Oct 04 08:30:24 +0000 2018,0.0,0.0,0.0,1.0,69
@CBSNews,Senate Democrats suggest past FBI probes found evidence of Kavanaugh misconduct https://t.co/xdA8raDlCg https://t.co/jXVF0jBZul,Thu Oct 04 08:18:03 +0000 2018,0.0,0.0,0.0,1.0,70
@CBSNews,"Chelsea Peretti says she's leaving ""Brooklyn Nine-Nine"" https://t.co/8eMh9zb7p9 https://t.co/fEQQEFyNvC",Thu Oct 04 08:03:04 +0000 2018,0.0,0.0,0.0,1.0,71
@CBSNews,"Winery loses 8,000 gallons of prosecco after fermentation tank explodes https://t.co/CB3q8kXQLm https://t.co/GVREhL6D60",Thu Oct 04 07:48:04 +0000 2018,-0.3182,0.0,0.173,0.827,72
@CBSNews,"Top China expert: U.S.' ""biggest strategic mistake"" was exiting TPP https://t.co/EMm0MVMSfr https://t.co/AW7UCWSaNY",Thu Oct 04 07:33:04 +0000 2018,-0.1531,0.127,0.169,0.704,73
@CBSNews,"Jeff Bezos, Amazon CEO, topples Bill Gates as richest person on Forbes 400 https://t.co/6rwi8oovwb https://t.co/ThUJFkHMkf",Thu Oct 04 07:18:04 +0000 2018,0.6249,0.282,0.0,0.718,74
@CBSNews,Senators react to Trump's comments about Kavanaugh accuser Christine Blasey Ford https://t.co/F2mdCuo16t https://t.co/nePL5T9u3d,Thu Oct 04 07:03:04 +0000 2018,0.0,0.0,0.0,1.0,75
@CBSNews,Two more prosecutors leave Robert Mueller's special counsel team https://t.co/vnuW7da5Cl https://t.co/LvN6u5yEHl,Thu Oct 04 06:48:04 +0000 2018,0.3008,0.205,0.112,0.683,76
@CBSNews,U.S. infrastructure vulnerable to cyberattacks designed to suppress voter turnout https://t.co/TPOna1952V https://t.co/kbW3SE7BJh,Thu Oct 04 06:33:03 +0000 2018,-0.2263,0.0,0.147,0.853,77
@CBSNews,Judge cites Trump comments in blocking U.S. move vs. immigrants from 4 nations https://t.co/WHheotjUlF https://t.co/fDnWkvQKuB,Thu Oct 04 06:24:04 +0000 2018,-0.3818,0.0,0.167,0.833,78
@CBSNews,"Body of 53-year-old missing hiker found, National Park Service says https://t.co/4zaqtfjfjr https://t.co/Y2xnqQJIma",Thu Oct 04 06:18:03 +0000 2018,-0.296,0.0,0.167,0.833,79
@CBSNews,Once-homeless football player Jamal Speaks earns college scholarship https://t.co/qIJ14QcnXs https://t.co/e7MSnYQULW,Thu Oct 04 06:03:02 +0000 2018,0.0,0.0,0.0,1.0,80
@CBSNews,"Feds arrest man suspected of sending threatening letters to Pentagon, White House https://t.co/FUp3E8gDpZ https://t.co/AGn3fIeUyl",Thu Oct 04 05:48:03 +0000 2018,-0.7717,0.0,0.412,0.588,81
@CBSNews,"Astronomers find signs of ""exomoon"" in distant solar system https://t.co/vcr7vJpcbq https://t.co/5eaNzhuXPX",Thu Oct 04 05:33:03 +0000 2018,0.0,0.0,0.0,1.0,82
@CBSNews,Washington Post columnist goes missing at Turkey consulate as fiancée waits outside https://t.co/OOw5w1oOcE https://t.co/FdT9g4Frwy,Thu Oct 04 05:18:03 +0000 2018,-0.296,0.0,0.145,0.855,83
@CBSNews,The GOP senators who could determine Kavanaugh's fate: Susan Collins and Lisa Murkowski https://t.co/XtSbbN2ttC https://t.co/E9LPs2jV7A,Thu Oct 04 05:03:05 +0000 2018,0.0,0.0,0.0,1.0,84
@CBSNews,"SOUTH CAROLINA SHOOTING: Seven law enforcement officers were shot, one fatally, during a confrontation with a suspe… https://t.co/cQmUriOKl3",Thu Oct 04 04:55:44 +0000 2018,-0.7579,0.0,0.317,0.683,85
@CBSNews,"""Roseanne"" stars on cancellation and moving forward with ""The Conners"" https://t.co/nM6N2EITdP https://t.co/TZ56jpj5BE",Thu Oct 04 04:48:03 +0000 2018,0.0,0.0,0.0,1.0,86
@CBSNews,McConnell sets key cloture vote on Kavanaugh confirmation for Friday https://t.co/fVz5o8B5Kt https://t.co/U2eaNhpZii,Thu Oct 04 04:46:08 +0000 2018,0.0,0.0,0.0,1.0,87
@CBSNews,Brain-eating amoeba: What you need to know https://t.co/7zs21fELAe https://t.co/G9cGXgZhBu,Thu Oct 04 04:33:03 +0000 2018,0.0,0.0,0.0,1.0,88
@CBSNews,"Grassley asks Air Force why squadron bought $1,280 coffee cups https://t.co/LlLM3bXDRZ https://t.co/2yUfF2QmTF",Thu Oct 04 04:18:03 +0000 2018,0.0,0.0,0.0,1.0,89
@CBSNews,Senate Democrats suggest past FBI probes found evidence of Kavanaugh misconduct https://t.co/IwWjsgWHna https://t.co/gsGvxRfbMp,Thu Oct 04 04:03:03 +0000 2018,0.0,0.0,0.0,1.0,90
@CBSNews,Toys R Us comeback in works as bankruptcy auction canceled https://t.co/vwIwyOW9pA https://t.co/c5TrId3LXi,Thu Oct 04 03:48:03 +0000 2018,0.0,0.0,0.0,1.0,91
@CBSNews,Former Senate staffer arrested for allegedly doxing senator https://t.co/55nzdRakrH https://t.co/BQ7XdalLO4,Thu Oct 04 03:44:05 +0000 2018,-0.4767,0.0,0.256,0.744,92
@CBSNews,Second suspect arrested in connection to massive gun heist https://t.co/lxtdS0DQrE https://t.co/zrpNj8STmH,Thu Oct 04 03:33:03 +0000 2018,-0.7717,0.0,0.49,0.51,93
@CBSNews,Connie Chung says she was sexually assaulted by doctor who delivered her https://t.co/SH6LdMVuLa https://t.co/zFsck4zF97,Thu Oct 04 03:18:04 +0000 2018,-0.5267,0.0,0.207,0.793,94
@CBSNews,1 in 3 Americans eat fast food daily – but one myth is debunked https://t.co/8xTBXX6VUe https://t.co/cDggDJ2U6l,Thu Oct 04 03:03:04 +0000 2018,0.0,0.0,0.0,1.0,95
@CBSNews,"Seven-year-old Ryan drew millions of views reviewing toys on YouTube. Now, he's getting his own toy brand… https://t.co/FAHjhG0bdE",Thu Oct 04 02:40:01 +0000 2018,0.0,0.0,0.0,1.0,96
@CBSNews,South Carolina shooting: Slain officer named as Terrence Carraway. He had just celebrated 30 years on the force.… https://t.co/78RRyzFuZw,Thu Oct 04 02:38:45 +0000 2018,0.5719,0.171,0.0,0.829,97
@CBSNews,JUST IN: Senate Majority Leader Mitch McConnell sets key vote on Kavanaugh nomination for Friday… https://t.co/InuFpj6umQ,Thu Oct 04 02:25:14 +0000 2018,0.0,0.0,0.0,1.0,98
@CBSNews,"Ailing bookseller Barnes &amp; Noble hangs up ""for sale"" sign https://t.co/S4Km7UZ3YH https://t.co/aKGwnhftkA",Thu Oct 04 02:19:46 +0000 2018,0.4588,0.214,0.0,0.786,99
@CBSNews,"Seven law enforcement officers were shot, one fatally, during a confrontation with a suspect who was holding childr… https://t.co/nVbwMtjuaK",Thu Oct 04 02:00:01 +0000 2018,-0.8271,0.0,0.383,0.617,100
@CNN,"Sen. Lindsey Graham: ""I'm confident the FBI did a good job"" on its Kavanaugh investigation, adding that he's ""ready… https://t.co/xchu6Mego8",Thu Oct 04 16:06:34 +0000 2018,0.7269,0.264,0.0,0.736,1
@CNN,"“We’ve seen no additional corroborating information,” Sen. Jeff Flake says after seeing the FBI’s report on Brett K… https://t.co/eWPnIPtxPx",Thu Oct 04 15:58:16 +0000 2018,-0.296,0.0,0.109,0.891,2
@CNN,"Sen. Susan Collins, a crucial swing vote, after a briefing on the FBI's Kavanaugh report: It ""appears to be a very… https://t.co/zJtPdL8PhJ",Thu Oct 04 15:45:55 +0000 2018,0.0,0.0,0.0,1.0,3
@CNN,Announcing speakers for CITIZEN by CNN -- our first-ever political forum in New York City on Oct. 22. We're bringin… https://t.co/5CtcnlqOVS,Thu Oct 04 15:42:21 +0000 2018,0.0,0.0,0.0,1.0,4
@CNN,"RT @CNNPolitics: ""The fact is that these allegations have not been corroborated. ... Not in the new FBI investigation, not anywhere,"" Senat…",Thu Oct 04 15:33:02 +0000 2018,0.0,0.0,0.0,1.0,5
@CNN,"RT @CNNPolitics: Senate Minority Leader Chuck Schumer on the findings of the FBI report on Brett Kavanaugh: ""I disagree with Sen. Grassley'…",Thu Oct 04 15:32:52 +0000 2018,-0.3818,0.0,0.11,0.89,6
@CNN,"RT @CNNPolitics: Dianne Feinstein, the top Democrat on the Senate Judiciary Committee, after reviewing the FBI report on Brett Kavanaugh: ""…",Thu Oct 04 15:32:42 +0000 2018,0.2023,0.083,0.0,0.917,7
@CNN,From cornfield to c-suite: How @LandOLakesInc CEO @BethFordLOL became the first woman to run the company and made h… https://t.co/5EbOj6jljW,Thu Oct 04 15:12:00 +0000 2018,0.0,0.0,0.0,1.0,8
@CNN,"Senate Democrats are speaking after reading the FBI report on Brett Kavanaugh.

Watch live: https://t.co/UYpqI3w42L… https://t.co/dC4f8vCmmE",Thu Oct 04 15:08:30 +0000 2018,0.0,0.0,0.0,1.0,9
@CNN,The single copy of the FBI's Kavanaugh report is behind closed doors. Here's what senators have to do to see it:… https://t.co/LNfJOHe99K,Thu Oct 04 15:00:07 +0000 2018,0.0,0.0,0.0,1.0,10
@CNN,"A rare bottle of single-malt Scotch was bought for more than $1.1 million in Edinburgh, Scotland, making it the wor… https://t.co/CEDi9Yj3en",Thu Oct 04 14:52:07 +0000 2018,0.0,0.0,0.0,1.0,11
@CNN,They're sad. They're angry. And they're on a bus bound for DC to take action. https://t.co/PzCq1U8lvM https://t.co/8vYS5jCxUg,Thu Oct 04 14:40:50 +0000 2018,-0.7506,0.0,0.314,0.686,12
@CNN,A college professor implied committing sex assault is a right of passage for men. Now he says that was satire.… https://t.co/Jtgqp6zPte,Thu Oct 04 14:31:57 +0000 2018,-0.5423,0.059,0.172,0.769,13
@CNN,"Cristiano Ronaldo, who stands accused of rape, has been left out of Portugal's squad for upcoming friendlies. Ronal… https://t.co/Gh3Fd7g1UL",Thu Oct 04 14:20:07 +0000 2018,-0.5719,0.123,0.264,0.613,14
@CNN,Ex-EPA chief: Trump will pollute your air and make you pay for it | via @CNNopinion https://t.co/Y9HZByyXYz https://t.co/pDumh4FatK,Thu Oct 04 14:10:07 +0000 2018,-0.5719,0.0,0.239,0.761,15
@CNN,The Tesla Model 3 is now the bestselling luxury car in America https://t.co/2Od55zt5kz https://t.co/bJunP2L0sg,Thu Oct 04 14:00:16 +0000 2018,0.0,0.0,0.0,1.0,16
@CNN,"The Justice Department announces criminal charges against seven Russian intelligence officers, accusing them of hac… https://t.co/wlPKlLijtS",Thu Oct 04 13:52:15 +0000 2018,0.0772,0.263,0.291,0.445,17
@CNN,"Almost a week after Indonesia was hit by an earthquake and tsunami, people desperately search for loved ones https://t.co/VpfRWCYVau",Thu Oct 04 13:50:03 +0000 2018,0.3182,0.173,0.116,0.711,18
@CNN,"These liberal women are angry, engaged and ready to vote https://t.co/wlBXcDSLIp https://t.co/WdC2Lv56v0",Thu Oct 04 13:43:00 +0000 2018,0.2263,0.297,0.189,0.514,19
@CNN,Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you… https://t.co/Uvh8kmAhmM,Thu Oct 04 13:30:00 +0000 2018,0.4927,0.144,0.0,0.856,20
@CNN,"Sen. Lindsey Graham: ""I'm confident the FBI did a good job"" on its Kavanaugh investigation, adding that he's ""ready… https://t.co/xchu6Mego8",Thu Oct 04 16:06:34 +0000 2018,0.7269,0.264,0.0,0.736,21
@CNN,"“We’ve seen no additional corroborating information,” Sen. Jeff Flake says after seeing the FBI’s report on Brett K… https://t.co/eWPnIPtxPx",Thu Oct 04 15:58:16 +0000 2018,-0.296,0.0,0.109,0.891,22
@CNN,"Sen. Susan Collins, a crucial swing vote, after a briefing on the FBI's Kavanaugh report: It ""appears to be a very… https://t.co/zJtPdL8PhJ",Thu Oct 04 15:45:55 +0000 2018,0.0,0.0,0.0,1.0,23
@CNN,Announcing speakers for CITIZEN by CNN -- our first-ever political forum in New York City on Oct. 22. We're bringin… https://t.co/5CtcnlqOVS,Thu Oct 04 15:42:21 +0000 2018,0.0,0.0,0.0,1.0,24
@CNN,"RT @CNNPolitics: ""The fact is that these allegations have not been corroborated. ... Not in the new FBI investigation, not anywhere,"" Senat…",Thu Oct 04 15:33:02 +0000 2018,0.0,0.0,0.0,1.0,25
@CNN,"RT @CNNPolitics: Senate Minority Leader Chuck Schumer on the findings of the FBI report on Brett Kavanaugh: ""I disagree with Sen. Grassley'…",Thu Oct 04 15:32:52 +0000 2018,-0.3818,0.0,0.11,0.89,26
@CNN,"RT @CNNPolitics: Dianne Feinstein, the top Democrat on the Senate Judiciary Committee, after reviewing the FBI report on Brett Kavanaugh: ""…",Thu Oct 04 15:32:42 +0000 2018,0.2023,0.083,0.0,0.917,27
@CNN,From cornfield to c-suite: How @LandOLakesInc CEO @BethFordLOL became the first woman to run the company and made h… https://t.co/5EbOj6jljW,Thu Oct 04 15:12:00 +0000 2018,0.0,0.0,0.0,1.0,28
@CNN,"Senate Democrats are speaking after reading the FBI report on Brett Kavanaugh.

Watch live: https://t.co/UYpqI3w42L… https://t.co/dC4f8vCmmE",Thu Oct 04 15:08:30 +0000 2018,0.0,0.0,0.0,1.0,29
@CNN,The single copy of the FBI's Kavanaugh report is behind closed doors. Here's what senators have to do to see it:… https://t.co/LNfJOHe99K,Thu Oct 04 15:00:07 +0000 2018,0.0,0.0,0.0,1.0,30
@CNN,"A rare bottle of single-malt Scotch was bought for more than $1.1 million in Edinburgh, Scotland, making it the wor… https://t.co/CEDi9Yj3en",Thu Oct 04 14:52:07 +0000 2018,0.0,0.0,0.0,1.0,31
@CNN,They're sad. They're angry. And they're on a bus bound for DC to take action. https://t.co/PzCq1U8lvM https://t.co/8vYS5jCxUg,Thu Oct 04 14:40:50 +0000 2018,-0.7506,0.0,0.314,0.686,32
@CNN,A college professor implied committing sex assault is a right of passage for men. Now he says that was satire.… https://t.co/Jtgqp6zPte,Thu Oct 04 14:31:57 +0000 2018,-0.5423,0.059,0.172,0.769,33
@CNN,"Cristiano Ronaldo, who stands accused of rape, has been left out of Portugal's squad for upcoming friendlies. Ronal… https://t.co/Gh3Fd7g1UL",Thu Oct 04 14:20:07 +0000 2018,-0.5719,0.123,0.264,0.613,34
@CNN,Ex-EPA chief: Trump will pollute your air and make you pay for it | via @CNNopinion https://t.co/Y9HZByyXYz https://t.co/pDumh4FatK,Thu Oct 04 14:10:07 +0000 2018,-0.5719,0.0,0.239,0.761,35
@CNN,The Tesla Model 3 is now the bestselling luxury car in America https://t.co/2Od55zt5kz https://t.co/bJunP2L0sg,Thu Oct 04 14:00:16 +0000 2018,0.0,0.0,0.0,1.0,36
@CNN,"The Justice Department announces criminal charges against seven Russian intelligence officers, accusing them of hac… https://t.co/wlPKlLijtS",Thu Oct 04 13:52:15 +0000 2018,0.0772,0.263,0.291,0.445,37
@CNN,"Almost a week after Indonesia was hit by an earthquake and tsunami, people desperately search for loved ones https://t.co/VpfRWCYVau",Thu Oct 04 13:50:03 +0000 2018,0.3182,0.173,0.116,0.711,38
@CNN,"These liberal women are angry, engaged and ready to vote https://t.co/wlBXcDSLIp https://t.co/WdC2Lv56v0",Thu Oct 04 13:43:00 +0000 2018,0.2263,0.297,0.189,0.514,39
@CNN,Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you… https://t.co/Uvh8kmAhmM,Thu Oct 04 13:30:00 +0000 2018,0.4927,0.144,0.0,0.856,40
@CNN,6.5 million pounds of beef recalled due to salmonella outbreak https://t.co/BsndIXbOQw https://t.co/zb2npx5Wg4,Thu Oct 04 13:20:20 +0000 2018,0.0,0.0,0.0,1.0,41
@CNN,"A US service member assigned to the NATO mission in Afghanistan was killed on Thursday, the Pentagon says https://t.co/P9oDsxsMKP",Thu Oct 04 13:14:48 +0000 2018,-0.6705,0.0,0.209,0.791,42
@CNN,RT @CNNBusiness: It's Amazon's world. We just live in it. CNN Business takes a closer look at the company with the ability to shape the Ame…,Thu Oct 04 13:14:46 +0000 2018,0.3182,0.087,0.0,0.913,43
@CNN,"Today's top business headlines before the opening bell:

- Dow hits second record high in a row

- Amazon workers l… https://t.co/NG6LskuoeQ",Thu Oct 04 13:10:12 +0000 2018,0.3612,0.171,0.0,0.829,44
@CNN,Police officer killed and 7 others wounded during hours-long standoff in South Carolina https://t.co/FKRGkDXvaM https://t.co/ZfZ5x0gb3k,Thu Oct 04 13:00:14 +0000 2018,-0.6705,0.0,0.257,0.743,45
@CNN,"RT @CNNPolitics: Durbin on Kavanaugh: “Honestly, if you watch the judge and listen to his testimony … it really raises a serious, serious q…",Thu Oct 04 12:56:13 +0000 2018,-0.2862,0.0,0.136,0.864,46
@CNN,A college professor implied committing sex assault is a right of passage for men. Now he says that was satire.… https://t.co/c6qv9WWn51,Thu Oct 04 12:50:05 +0000 2018,-0.5423,0.059,0.172,0.769,47
@CNN,"This Paris park, home to horse riding schools and a zoo, has a dark side. It's where Nigerian women are forced into… https://t.co/NwtNUsZKzo",Thu Oct 04 12:42:00 +0000 2018,-0.4588,0.0,0.13,0.87,48
@CNN,Facebook just had its worst hack ever — and it could get worse https://t.co/KGOpXAMDQG https://t.co/unBm36wqui,Thu Oct 04 12:27:09 +0000 2018,-0.802,0.0,0.375,0.625,49
@CNN,"RT @CNNPolitics: Deputy press secretary Raj Shah says the White House feels “very confident” that senators will be ""comfortable voting to c…",Thu Oct 04 12:17:10 +0000 2018,0.5106,0.136,0.0,0.864,50
@CNN,"RT @CNNPolitics: Sen. Chris Coons: ""I'm concerned that if (the FBI) never interviewed Dr. Christine Blasey Ford or her corroborating witnes…",Thu Oct 04 12:17:02 +0000 2018,0.0,0.0,0.0,1.0,51
@CNN,"Welcome to CNN Business: Your guide to tech, media, finance and the future https://t.co/BnhzA9jPxh
 
Follow… https://t.co/QGoMQGWUQ5",Thu Oct 04 12:15:29 +0000 2018,0.4588,0.167,0.0,0.833,52
@CNN,"Amazon giveth and Amazon taketh away.

The company is raising its minimum wage to $15 an hour for all US employees.… https://t.co/lGDxVogGbE",Thu Oct 04 11:54:34 +0000 2018,0.34,0.145,0.0,0.855,53
@CNN,"RT @CNNBusiness: We’re officially open for business! We're covering the most important companies, personalities and innovations that are dr…",Thu Oct 04 11:46:02 +0000 2018,0.3367,0.117,0.0,0.883,54
@CNN,"Progressive groups are set to take an anti-Kavanaugh, women's health message to doors across America… https://t.co/UWDSRiPNWH",Thu Oct 04 11:40:07 +0000 2018,0.0,0.0,0.0,1.0,55
@CNN,Here's where Republicans and Democrats have stopped supporting their candidates https://t.co/kU3fjl2t47 https://t.co/92K6JP5xFA,Thu Oct 04 11:23:30 +0000 2018,0.25,0.196,0.128,0.676,56
@CNN,"Many voters are not moved by harassment claims -- but a partisan, gender divide emerges | Analysis by @niaCNN… https://t.co/diD1TKY59Z",Thu Oct 04 11:10:05 +0000 2018,0.2323,0.102,0.0,0.898,57
@CNN,"5 things for Thursday:

- Brett Kavanaugh
- South Carolina shooting
- Immigration
- Saudi Arabia
- US Navy… https://t.co/Rs9L1Wf1Il",Thu Oct 04 11:00:07 +0000 2018,0.0,0.0,0.0,1.0,58
@CNN,RT @cnni: JUST IN: The Dutch government has accused Russia's military intelligence agency of targeting the world's chemical weapons watchdo…,Thu Oct 04 10:59:15 +0000 2018,-0.25,0.123,0.202,0.675,59
@CNN,It's judgment day for Brett Kavanaugh and the three crucial Republicans who could send him to the Supreme Court or… https://t.co/fafx9gRTjf,Thu Oct 04 10:55:04 +0000 2018,0.5574,0.153,0.0,0.847,60
@CNN,"President Trump's older sister, Judge Maryanne Trump Barry, has kept a very low profile since he ran for office. Bu… https://t.co/uLbNFFIeUm",Thu Oct 04 10:50:11 +0000 2018,-0.3384,0.0,0.112,0.888,61
@CNN,UK officers have rescued a man who is believed to have lived in a six-foot shed for 40 years https://t.co/FV9xVJvbNQ https://t.co/cydTHghXct,Thu Oct 04 10:45:11 +0000 2018,0.4215,0.135,0.0,0.865,62
@CNN,A college professor implied committing sex assault is a right of passage for men. Now he says that was satire.… https://t.co/zY5ouBbTLX,Thu Oct 04 10:39:49 +0000 2018,-0.5423,0.059,0.172,0.769,63
@CNN,The Senate Judiciary Committee has received the supplemental FBI background file for Supreme Court nominee Brett Ka… https://t.co/y0ZkYVxY6H,Thu Oct 04 10:26:20 +0000 2018,0.5574,0.175,0.0,0.825,64
@CNN,Police officer killed and 7 others wounded during hours-long standoff in South Carolina https://t.co/LW8SUWy9vQ https://t.co/ugEg78XThJ,Thu Oct 04 10:16:52 +0000 2018,-0.6705,0.0,0.257,0.743,65
@CNN,"The climate commitments the world has made so far under the Paris Agreement are woefully inadequate, write the lead… https://t.co/HVAwh6Rira",Thu Oct 04 10:09:09 +0000 2018,-0.1779,0.18,0.207,0.613,66
@CNN,"This Paris park, home to horse riding schools and a zoo, has a dark side. It's where Nigerian women are forced into… https://t.co/OPE6IWhzJZ",Thu Oct 04 10:08:00 +0000 2018,-0.4588,0.0,0.13,0.87,67
@CNN,"Despite vows to tackle Japan's gender gap, PM Shinzo Abe took the number of women in his cabinet from 2 to 1.

But… https://t.co/5IWGPjPSZY",Thu Oct 04 09:57:49 +0000 2018,0.0772,0.056,0.0,0.944,68
@CNN,"Oil remains Nigeria's biggest source of income, but after recovering from the country's first recession in 25 years… https://t.co/9W8KEzL1lp",Thu Oct 04 09:52:59 +0000 2018,-0.5719,0.0,0.171,0.829,69
@CNN,"Studies suggest the prevalence of false reporting on sexual assault is 2-10%, according to the National Sexual Viol… https://t.co/eOw2favp66",Thu Oct 04 09:48:45 +0000 2018,-0.5859,0.0,0.174,0.826,70
